-87.54567696	41.72282058
-87.54558843	41.72282922
-87.54510398	41.72283824
-87.54473318	41.72283949
-87.54424949	41.72284665
-87.54374649	41.7228529
-87.54372606	41.72285315
-87.54320918	41.72286346
-87.5431443	41.72286175
-87.54313694	41.72280197
-87.54310169	41.72260846
-87.54309417	41.72255132
-87.54302191	41.72199218
-87.54295836	41.72163229
-87.54280856	41.72123347
-87.54273492	41.72096879
-87.54269244	41.7208161
-87.5427046	41.7205061
-87.54278796	41.7203381
-87.54288892	41.72013464
-87.54297379	41.71969045
-87.54299229	41.71952825
-87.5430113	41.71936167
-87.54302337	41.71925592
-87.54303944	41.71911516
-87.54316417	41.71802227
-87.54315346	41.71794134
-87.54314921	41.71792012
-87.54314148	41.71788158
-87.54312929	41.71779999
-87.54312271	41.71775799
-87.54307733	41.71746881
-87.54306227	41.7173665
-87.54305737	41.71733322
-87.54303003	41.71714752
-87.54242002	41.71643859
-87.54231841	41.71586157
-87.54221184	41.71576213
-87.54218036	41.71564306
-87.54218174	41.71553034
-87.54218486	41.71527555
-87.542211	41.71462231
-87.54228813	41.71425532
-87.54240052	41.71397022
-87.54244466	41.71382097
-87.54253311	41.71352191
-87.54259537	41.71288253
-87.54260723	41.71191474
-87.54261355	41.71139889
-87.54267351	41.71095008
-87.54273377	41.7107999
-87.54272558	41.71075387
-87.54276887	41.71072277
-87.54285985	41.7105566
-87.54306317	41.71025853
-87.54308682	41.71022292
-87.54316757	41.71010127
-87.54319661	41.71003489
-87.54327853	41.70984765
-87.54330451	41.70981584
-87.5433396	41.70977288
-87.54364112	41.7094037
-87.54389991	41.70919145
-87.54426151	41.70889486
-87.54458744	41.70867533
-87.54519484	41.70819756
-87.54526584	41.70814171
-87.54563775	41.70769762
-87.54572994	41.70756247
-87.54579325	41.70746965
-87.54585597	41.70733264
-87.54585353	41.70639973
-87.54585328	41.70630191
-87.5458763	41.70561195
-87.54571473	41.70514429
-87.54567186	41.70490348
-87.54562926	41.70463979
-87.54562875	41.70458456
-87.54562861	41.70456966
-87.54562266	41.70392971
-87.5456599	41.70338025
-87.54575557	41.70304878
-87.54590292	41.70277084
-87.54590481	41.70276727
-87.54562667	41.70276691
-87.54542664	41.70276665
-87.54483844	41.70276588
-87.54422753	41.70276508
-87.54401956	41.70276394
-87.54379573	41.70276272
-87.54384641	41.70269911
-87.54391432	41.70261073
-87.54400376	41.70248407
-87.54404204	41.70242293
-87.54409944	41.70233276
-87.54419187	41.70218589
-87.54424874	41.70210258
-87.5443474	41.70196981
-87.54442187	41.70186947
-87.54456518	41.7016787
-87.54472895	41.70146233
-87.54488312	41.70124453
-87.54497657	41.7010884
-87.54504891	41.70093728
-87.54512458	41.70073849
-87.54515757	41.70062277
-87.54518651	41.70046482
-87.54520488	41.7003099
-87.54521134	41.70015523
-87.54521085	41.69997033
-87.54521044	41.69977925
-87.54520943	41.69948732
-87.54520835	41.699276
-87.54520734	41.69902111
-87.54520628	41.69884547
-87.54520468	41.69863929
-87.54520337	41.69840876
-87.54520025	41.69799023
-87.5451968	41.69744751
-87.54519528	41.69723516
-87.54519266	41.69669931
-87.54519182	41.69654322
-87.5451908	41.69625232
-87.54518979	41.69599743
-87.54518768	41.6956458
-87.54518674	41.69549726
-87.54518615	41.69543345
-87.54518398	41.69512401
-87.54517687	41.69405642
-87.5451798	41.69370414
-87.5451723	41.69323103
-87.54517138	41.69270652
-87.54516905	41.69192334
-87.54516526	41.6912585
-87.54516159	41.69065918
-87.54515915	41.69022213
-87.54515817	41.68988972
-87.54515778	41.68977171
-87.5451548	41.68930344
-87.54515203	41.68881802
-87.54514752	41.68810069
-87.54514301	41.68719537
-87.54514	41.68676689
-87.54513143	41.68551919
-87.54510677	41.68480498
-87.54507849	41.68277039
-87.54507871	41.68106582
-87.5450774	41.68098519
-87.54502704	41.67849904
-87.54493206	41.67381051
-87.54491912	41.67318368
-87.54494929	41.6729983
-87.54496689	41.67283136
-87.54499145	41.67269329
-87.54502425	41.67255492
-87.54505708	41.67237677
-87.54510508	41.67219254
-87.54519931	41.67204362
-87.54527135	41.67180193
-87.54541369	41.67149759
-87.54550831	41.67127938
-87.54557144	41.67112991
-87.54571393	41.67081391
-87.54579345	41.6705956
-87.54584922	41.67041142
-87.54592048	41.67023353
-87.54605574	41.66987152
-87.5461436	41.66960695
-87.54621499	41.66941739
-87.5462873	41.66915271
-87.54632854	41.66892247
-87.54633516	41.6688299
-87.54634725	41.66866326
-87.54638904	41.66838705
-87.54645249	41.66813604
-87.54613291	41.66650337
-87.54590899	41.6653571
-87.54577076	41.66464983
-87.54543874	41.66295224
-87.54506841	41.66105885
-87.54504775	41.66095237
-87.54471034	41.65922223
-87.54486986	41.65923172
-87.5451086	41.65937616
-87.54586421	41.65983313
-87.54713021	41.66056459
-87.54779018	41.66095091
-87.54800957	41.66107933
-87.54834581	41.66126653
-87.54954235	41.66193265
-87.55041107	41.66241094
-87.55076896	41.66262435
-87.55126993	41.66292312
-87.55190674	41.66337512
-87.55197659	41.66342465
-87.55202004	41.66346371
-87.55234404	41.66375681
-87.55319612	41.66487165
-87.55347112	41.66528414
-87.55364938	41.66556287
-87.55387944	41.6659085
-87.55411797	41.66627272
